ITEM DESCRIPTION,CATEGORY,SUB-CATEGORY,UNIT,JANUARY_2021,FEBRUARY_2021,MARCH_2021,APRIL_2021,MAY_2021,JUNE_2021,JULY_2021,AUGUST_2021,SEPTEMBER_2021,OCTOBER_2021,NOVEMBER_2021,DECEMBER_2021,Rate per Month_2021,TOTAL_2021,JANUARY_2022,FEBRUARY_2022,MARCH_2022,APRIL_2022,MAY_2022,JUNE_2022,JULY_2022,AUGUST_2022,SEPTEMBER_2022,OCTOBER_2022,NOVEMBER_2022,DECEMBER_2022,Rate per Month_2022,TOTAL_2022,JANUARY_2023,FEBRUARY_2023,MARCH_2023,APRIL_2023,MAY_2023,JUNE_2023,JULY_2023,AUGUST_2023,SEPTEMBER_2023,OCTOBER_2023,NOVEMBER_2023,DECEMBER_2023,Rate per Month_2023,TOTAL_2023
Binder Clip - 50mm - 12pcs/Pkt 79,General Items,Stationary,Box,3,0,3,0,16,4,0,4,0,0,1,2,2.75,33,0,0,3,4,15,0,2,0,0,3,2,1,2.5,30,0,0,0,0,12,0,2,0,0,0,0,0,1.166666667,14
Binder Clip - 51mm - 12pcs/Pkt 79,General Items,Stationary,Box,0,0,0,0,0,0,0,3,2,0,3,0,0.666666667,8,3,0,0,8,0,3,2,0,1,4,0,4,2.083333333,25,0,0,0,4,0,0,0,0,0,0,0,0,0.333333333,4
Binding Spiral - 10mm (60 Sheets) 79,General Items,Stationary,Numbers,1,0,3,0,0,1,4,0,0,2,2,0,1.083333333,13,4,0,0,0,4,0,0,3,0,0,0,4,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binding Spiral - 12mm (80 Sheets) 79,General Items,Stationary,Numbers,1,0,3,0,1,0,3,3,0,0,1,0,1,12,0,0,3,2,3,1,2,0,0,0,0,0,0.916666667,11,0,0,1,0,0,0,0,0,0,0,0,0,0.083333333,1
Binding Spiral - 14mm (100 Sheets) 79,General Items,Stationary,Numbers,0,0,0,0,0,2,0,3,0,2,0,3,0.833333333,10,0,0,0,4,0,0,3,4,4,2,0,0,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binding Spiral - 16mm (120 Sheets) 79,General Items,Stationary,Numbers,0,2,2,0,0,0,3,0,0,3,4,0,1.166666667,14,0,3,1,6,0,1,1,0,0,0,0,3,1.25,15,0,0,3,3,0,0,0,0,0,0,0,0,0.5,6
Binding Spiral - 28mm (240 Sheets) 79,General Items,Stationary,Numbers,0,2,0,5,0,0,2,3,0,0,0,0,1,12,1,0,3,4,0,0,2,2,0,0,0,2,1.166666667,14,0,0,0,7,0,0,0,0,0,0,0,0,0.583333333,7
Binding Spiral - 38mm (350 Sheets) 79,General Items,Stationary,Numbers,0,0,3,0,4,0,0,0,0,0,0,0,0.583333333,7,4,4,4,0,0,1,0,0,3,1,1,0,1.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binding Spiral - 5mm (10 Sheets) 79,General Items,Stationary,Numbers,0,2,1,0,4,0,3,0,4,0,0,0,1.166666667,14,1,0,2,3,4,3,0,1,0,0,0,0,1.166666667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binding Spiral - 6mm (20 Sheets) 79,General Items,Stationary,Numbers,2,3,0,3,0,3,0,3,4,2,0,0,1.666666667,20,3,5,0,4,3,0,0,0,4,0,0,0,1.583333333,19,0,5,0,0,0,0,0,0,0,0,0,0,0.416666667,5
Binding Spiral - 8mm (40 Sheets) 79,General Items,Stationary,Numbers,0,0,4,0,0,0,0,0,0,0,3,0,0.583333333,7,2,0,2,0,0,0,3,0,0,0,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio Hazard Dustbin Bag Yellow - Large (Logo Printed) 79,General Items,General Items,Numbers,8,14,13,16,313,998,457,4,0,0,2,0,152.0833333,1825,7,16,15,13,312,1005,452,1,4,4,0,0,152.4166667,1829,8,18,18,12,311,1002,453,0,0,0,0,0,151.8333333,1822
Bio Hazard Dustbin Bag Yellow - Medium (Logo Printed) 79,General Items,General Items,Numbers,36,31,37,28,322,3060,627,0,0,0,0,0,345.0833333,4141,39,27,40,23,321,3059,631,0,3,0,4,4,345.9166667,4151,39,30,40,27,326,3057,632,0,0,0,0,0,345.9166667,4151
Bio Hazard Dustbin Bag Yellow - Small (Logo Printed) 79,General Items,General Items,Numbers,30,25,21,28,23,2108,1127,0,4,0,0,0,280.5,3366,29,30,23,27,23,2108,1131,0,3,0,1,1,281.3333333,3376,31,29,23,28,21,2105,1130,0,0,0,0,0,280.5833333,3367
Vitek 2 AST - N 235 - 20T - Ref 413170 79,Medical Items,Laboratory Consumables,Box,6,21,0,0,4,0,3,0,0,0,0,0,2.833333333,34,7,18,1,1,4,0,0,0,0,0,4,3,3.166666667,38,7,18,0,0,0,0,0,0,0,0,0,0,2.083333333,25
Vitek 2 AST - N 405 - 20T - Ref 423864 79,Medical Items,Laboratory Consumables,Box,0,20,0,0,14,0,0,0,1,0,3,0,3.166666667,38,3,14,0,1,17,3,4,3,4,0,4,3,4.666666667,56,0,19,0,0,14,0,0,0,0,0,0,0,2.75,33
Vitek 2 AST - N 406 - 20T - Ref 423869 79,Medical Items,Laboratory Consumables,Box,7,10,4,0,0,2,0,0,0,0,2,0,2.083333333,25,2,6,0,0,0,0,0,0,0,0,0,0,0.666666667,8,5,8,0,0,0,0,0,0,0,0,0,0,1.083333333,13
Vitek 2 AST - N 407 - 20T - Ref 423870 79,Medical Items,Laboratory Consumables,Box,1,3,3,0,3,0,4,0,0,4,0,0,1.5,18,0,0,4,0,0,0,0,0,0,2,0,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitek 2 AST - P 628 - Ref 414534 79,Medical Items,Laboratory Consumables,Box,2,14,4,0,9,0,0,0,0,0,0,0,2.416666667,29,0,12,1,0,8,4,0,1,0,0,0,0,2.166666667,26,0,12,0,0,11,0,0,0,0,0,0,0,1.916666667,23
Vitek 2 AST - ST 03 - Ref 421040 79,Medical Items,Laboratory Consumables,Box,0,4,2,2,3,0,0,3,4,2,0,0,1.666666667,20,3,3,0,0,6,4,0,3,2,0,0,0,1.75,21,2,2,0,0,3,0,0,0,0,0,0,0,0.583333333,7
Vitek 2 AST - YS 08 - 20T Ref 420739 79,Medical Items,Laboratory Consumables,Box,4,7,0,0,12,2,0,0,0,0,0,3,2.333333333,28,0,6,4,3,9,0,0,4,0,0,3,0,2.416666667,29,0,8,0,0,8,0,0,0,0,0,0,0,1.333333333,16
Biomeriux Bact/Alert FA Plus (Green) 79,Medical Items,Laboratory Test Kits,Bottle,1,301,1,0,4,1,0,2,0,2,3,2,26.41666667,317,0,302,0,0,3,0,0,0,0,4,0,0,25.75,309,0,300,0,0,5,0,0,0,0,0,0,0,25.41666667,305
Biomeriux Bact/Alert FN Plus (Orange) 79,Medical Items,Laboratory Test Kits,Bottle,0,299,0,0,0,1,0,0,0,0,0,2,25.16666667,302,0,298,0,3,1,1,3,0,0,0,2,0,25.66666667,308,1,300,0,0,1,0,0,0,0,0,0,0,25.16666667,302
Biomeriux Bact/Alert PF Plus (Yellow) 79,Medical Items,Laboratory Test Kits,Bottle,1,299,0,4,2,0,0,0,0,1,0,0,25.58333333,307,1,297,0,0,5,0,0,0,0,0,0,0,25.25,303,0,300,0,0,3,0,0,0,0,0,0,0,25.25,303
Biomerix Solution Salin 14 x 1000 ml - 417820 79,Medical Items,Laboratory Consumables,Packet,3,1,0,0,0,2,0,0,2,0,0,4,1,12,2,4,4,3,0,3,0,0,0,0,3,4,1.916666667,23,0,5,0,0,0,0,0,0,0,0,0,0,0.416666667,5
Bipap Mask - Medium 79,Medical Items,Medical Consumables,Numbers,2,3,0,1,4,0,1,0,4,0,0,0,1.25,15,2,0,1,0,0,0,2,0,0,3,0,1,0.75,9,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Bipap Mask - Small 79,Medical Items,Medical Consumables,Numbers,0,0,3,0,0,0,0,0,0,0,1,0,0.333333333,4,3,0,0,0,0,3,0,2,0,4,4,0,1.333333333,16,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Biscuits - Assorted - Tin 79,General Items,General Items,Tin,0,0,3,0,3,4,1,1,0,4,0,0,1.333333333,16,0,0,3,0,2,0,3,2,3,0,0,2,1.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade - Cutter (Large) 79,General Items,Stationary,Packet,0,0,0,0,4,6,13,3,0,0,0,0,2.166666667,26,0,1,0,0,0,3,9,0,0,2,0,0,1.25,15,1,0,0,1,0,2,10,0,0,0,0,0,1.166666667,14
Blade - Cutter (Small) 79,General Items,Stationary,Packet,0,0,0,4,2,0,0,0,3,1,0,1,0.916666667,11,0,0,0,4,0,0,1,0,0,3,2,0,0.833333333,10,1,0,0,1,1,0,0,0,0,0,0,0,0.25,3
Bleach - Liquid - 1 Ltr 79,General Items,General Items,Bottle,36,10,31,22,30,19,19,0,0,0,0,0,13.91666667,167,36,9,24,27,23,18,24,3,4,3,4,0,14.58333333,175,35,8,27,27,26,16,24,0,0,0,0,0,13.58333333,163
BLISS - Low Ionic Strength Solution - Ortho - 50ml 79,Medical Items,Laboratory Test Kits,Kit,4,0,0,0,4,0,0,0,0,0,4,0,1,12,0,0,4,3,4,0,5,1,0,3,0,0,1.666666667,20,0,0,0,0,0,0,1,0,0,0,0,0,0.083333333,1
Blood Agar Base 500gm 79,Medical Items,Laboratory Test Kits,Bottle,0,0,0,0,3,0,0,4,0,0,4,3,1.166666667,14,0,0,0,0,4,0,4,0,0,3,0,0,0.916666667,11,0,0,0,0,1,0,1,0,0,0,0,0,0.166666667,2
"Blood Bag - Double Cpda , 350ml 79",Medical Items,Medical Consumables,Numbers,0,4,2,0,0,0,0,0,2,0,0,0,0.666666667,8,0,0,1,0,0,0,0,4,4,0,0,0,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blood Bag - Single Cpda-1 , 350ml 79",Medical Items,Medical Consumables,Numbers,0,0,0,4,3,1,0,1,0,3,4,0,1.333333333,16,0,1,1,4,0,0,0,1,0,0,1,0,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blood Bag - Single Cpda-1 , 450ml 79",Medical Items,Medical Consumables,Numbers,3,5,0,0,0,1,0,0,0,1,0,0,0.833333333,10,0,7,0,0,0,0,1,0,3,2,0,3,1.333333333,16,0,10,0,0,0,0,0,0,0,0,0,0,0.833333333,10
"Blood Bag - Triple Cpda-1 , 450ml 79",Medical Items,Medical Consumables,Numbers,0,2,0,3,0,0,0,0,0,0,0,0,0.416666667,5,2,0,0,3,0,0,0,4,0,4,0,0,1.083333333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Bags - Double Cpda-A1 450ml 79,Medical Items,Medical Consumables,Numbers,90,81,46,58,66,30,83,0,3,0,4,3,38.66666667,464,87,73,52,54,70,32,79,3,0,0,3,2,37.91666667,455,90,78,48,54,66,30,84,0,0,0,0,0,37.5,450
Blood Bank Requisition - A4 79,General Items,Printed Items,Pad,2,1,3,0,0,3,0,0,0,1,3,0,1.083333333,13,3,2,3,4,0,0,0,2,0,0,3,4,1.75,21,6,0,0,0,3,0,2,0,0,0,0,0,0.916666667,11
Blood Lancets - 200pcs/Pkt 79,Medical Items,Laboratory Consumables,Packet,0,0,4,2,0,1,2,3,0,3,4,0,1.583333333,19,0,0,0,0,2,2,0,0,0,3,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Transfusion Set - Jms 79,Medical Items,Medical Consumables,Numbers,34,13,31,39,12,40,23,0,2,0,4,0,16.5,198,34,9,30,35,14,44,21,0,0,0,3,0,15.83333333,190,30,10,30,40,10,40,20,0,0,0,0,0,15,180
Bloodline Tubing System (32 pcs/Box) 79,Medical Items,Dialysis,Box,25,15,15,22,22,24,8,1,0,0,1,4,11.41666667,137,25,20,15,26,25,25,11,0,1,0,3,0,12.58333333,151,23,16,15,22,23,24,8,0,0,0,0,0,10.91666667,131
Blue Tack 79,General Items,Stationary,Packet,6,0,4,24,1,3,0,0,0,0,0,1,3.25,39,1,2,2,29,5,0,0,0,0,0,4,0,3.583333333,43,6,0,0,25,5,0,2,0,0,0,0,0,3.166666667,38
Blue Tips (Pipette 250/Pkt) 79,Medical Items,Laboratory Consumables,Packet,0,0,0,0,0,5,3,1,0,0,2,0,0.916666667,11,4,0,0,0,0,0,0,0,0,3,0,0,0.583333333,7,0,0,1,1,0,2,2,0,0,0,0,0,0.5,6
Bonjela Oral Gel 79,Medical Items,Medical Consumables,Tube,4,0,0,4,0,2,2,0,1,4,0,3,1.666666667,20,0,4,0,0,2,0,0,0,0,1,0,0,0.583333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book - Log No. 120 79,General Items,Stationary,Numbers,4,0,0,0,0,2,4,0,0,2,0,0,1,12,0,0,1,0,3,0,2,4,3,3,0,3,1.583333333,19,2,0,0,0,0,0,0,0,0,0,0,0,0.166666667,2
Book - Log No. 200 79,General Items,Stationary,Numbers,2,0,0,0,5,0,0,0,0,4,1,4,1.333333333,16,1,3,3,0,0,0,4,0,0,1,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333,1
Book - Log No. 300 79,General Items,Stationary,Numbers,0,1,3,4,4,0,1,4,4,2,4,4,2.583333333,31,0,3,1,4,4,0,6,4,4,0,3,0,2.416666667,29,0,1,0,0,1,0,4,0,0,0,0,0,0.5,6
Book - Log No. 400 79,General Items,Stationary,Numbers,8,2,0,2,0,0,0,0,3,0,0,0,1.25,15,7,0,0,0,4,1,0,1,3,4,4,0,2,24,6,0,0,3,0,0,0,0,0,0,0,0,0.75,9
Book - Log No. 500 79,General Items,Stationary,Numbers,0,1,0,1,0,0,0,0,1,0,0,0,0.25,3,2,1,1,3,0,0,0,0,0,0,3,3,1.083333333,13,0,0,0,2,0,0,0,0,0,0,0,0,0.166666667,2
Book - Monitor No. 120 79,General Items,Stationary,Numbers,4,2,0,2,3,0,0,0,0,0,0,2,1.083333333,13,3,3,0,3,4,2,0,0,0,4,0,0,1.583333333,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book - Monitor No. 200 79,General Items,Stationary,Numbers,0,2,0,4,4,0,5,0,0,0,1,0,1.333333333,16,0,0,0,0,1,0,8,0,0,0,1,3,1.083333333,13,0,0,0,0,2,0,10,0,0,0,0,0,1,12
Book - Monitor No. 300 79,General Items,Stationary,Numbers,0,0,0,0,8,0,0,0,4,0,1,3,1.333333333,16,0,1,0,2,0,0,3,0,2,0,1,0,0.75,9,0,0,0,0,4,0,2,0,0,0,0,0,0.5,6
Book - Monitor No. 400 79,General Items,Stationary,Numbers,8,5,1,4,4,0,0,0,1,0,3,0,2.166666667,26,3,0,0,0,0,0,2,2,0,0,0,0,0.583333333,7,4,3,0,0,0,0,0,0,0,0,0,0,0.583333333,7
Book - Monitor No. 500 79,General Items,Stationary,Numbers,0,0,2,0,0,0,4,0,0,0,0,3,0.75,9,1,4,0,4,2,4,0,1,0,0,0,1,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Book - Note Book - Medium - A5 79,General Items,Stationary,Numbers,2,0,0,4,15,0,0,1,0,0,0,0,1.833333333,22,0,3,0,2,13,4,0,0,3,0,0,2,2.25,27,0,5,0,0,12,0,3,0,0,0,0,0,1.666666667,20
Book - Note Book - Small ( Spiral ) 79,General Items,Stationary,Numbers,0,6,0,1,4,1,0,2,2,2,0,3,1.75,21,5,4,1,2,2,3,1,3,0,0,4,0,2.083333333,25,5,2,0,0,0,0,0,0,0,0,0,0,0.583333333,7
Botrophase Injection 79,Medical Items,Pharmaceuticals,Ampule,0,0,0,0,14,4,15,2,0,0,0,0,2.916666667,35,4,6,0,1,11,4,16,3,2,1,3,3,4.5,54,0,5,0,0,10,0,20,0,0,0,0,0,2.916666667,35
Bougie 15FR - OD 5.0mm 79,Medical Items,Medical Consumables,Numbers,1,1,0,4,0,0,0,4,0,0,0,1,0.916666667,11,1,2,0,0,2,0,0,0,1,0,0,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bougie 6FR - OD 2.0mm 79,Medical Items,Medical Consumables,Numbers,4,0,0,0,3,0,1,0,1,0,0,4,1.083333333,13,1,0,0,0,0,0,4,4,0,4,0,0,1.083333333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Box File - A4 79,General Items,Stationary,Numbers,56,12,27,7,8,21,13,0,3,0,3,0,12.5,150,52,13,20,0,13,20,12,0,2,0,0,0,11,132,55,10,24,4,12,21,16,0,0,0,0,0,11.83333333,142
Box File - A5 79,General Items,Stationary,Numbers,3,0,0,0,0,4,1,3,1,0,0,0,1,12,0,0,4,0,0,4,0,0,1,0,0,1,0.833333333,10,0,1,0,0,0,0,0,0,0,0,0,0,0.083333333,1
Breathing Circuit - Re-Usable - Adult - Art-1000 79,Medical Items,Medical Consumables,Numbers,0,4,3,0,0,0,1,0,2,0,0,0,0.833333333,10,3,2,3,0,0,2,0,2,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bromohexine Syrup - 30mg / ml 79,Medical Items,Pharmaceuticals,Bottle,2,0,0,0,1,0,0,0,2,1,0,0,0.5,6,0,3,3,2,0,0,0,1,2,2,0,1,1.166666667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broom - Hard Type - Deck Brush - Toilet Cleaning 79,General Items,General Items,Numbers,1,1,0,0,0,7,0,0,0,2,0,0,0.916666667,11,3,4,0,0,0,8,3,3,0,3,3,0,2.25,27,0,1,0,0,0,6,0,0,0,0,0,0,0.583333333,7
Broom With Stick 79,General Items,General Items,Numbers,23,11,7,12,17,7,18,0,0,0,0,3,8.166666667,98,20,7,7,6,13,14,9,0,1,1,4,2,7,84,22,10,4,11,15,11,14,0,0,0,0,0,7.25,87
Brush - Toilet 79,General Items,General Items,Numbers,0,0,4,0,0,3,1,4,4,0,4,0,1.666666667,20,0,0,0,0,0,7,1,2,2,0,2,0,1.166666667,14,0,0,0,0,0,7,2,0,0,0,0,0,0.75,9
Brush - Washing Brush 79,General Items,General Items,Numbers,0,0,0,0,0,3,0,1,0,1,0,1,0.5,6,0,0,0,2,0,1,0,0,2,2,4,0,0.916666667,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUBC - 300t - Code 838501 - Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,5,2,4,9,13,4,6,3,2,0,0,0,4,48,8,8,6,16,8,1,10,0,0,0,0,4,5.083333333,61,9,6,9,12,9,4,11,0,0,0,0,0,5,60
Bun / Urea - 300t - Dt Slide  - Code 1743419 - Vitros 250 79,Medical Items,Laboratory Test Kits,Kit,11,4,5,17,12,2,14,0,0,4,4,0,6.083333333,73,10,3,11,14,5,1,13,1,1,0,0,0,4.916666667,59,10,6,10,13,10,3,12,0,0,0,0,0,5.333333333,64
Buscopan Injection 79,Medical Items,Pharmaceuticals,Ampule,70,19,2,4,0,13,3,0,0,3,0,0,9.5,114,73,19,5,0,0,14,0,0,0,4,1,1,9.75,117,70,20,4,0,0,10,0,0,0,0,0,0,8.666666667,104
C L E D Agar 500mg 79,Medical Items,Laboratory Consumables,Bottle,0,0,0,2,3,0,0,4,4,0,0,0,1.083333333,13,4,1,0,2,0,0,0,0,1,1,0,0,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA Clean I 79,Medical Items,Laboratory Consumables,Box,0,0,1,5,0,0,0,0,0,3,0,0,0.75,9,0,0,3,0,3,5,7,1,3,0,0,2,2,24,3,1,6,3,3,3,3,0,0,0,0,0,1.833333333,22
CA Clean II 79,Medical Items,Laboratory Consumables,Box,0,0,8,4,5,4,3,0,0,0,1,1,2.166666667,26,3,0,8,3,0,0,0,0,1,0,0,1,1.333333333,16,1,0,5,1,1,1,0,0,0,0,0,0,0.75,9
Calcium (Ca) - Vitros - 5 Pk/300 Slides 79,Medical Items,Laboratory Test Kits,Kit,0,5,4,0,5,2,3,3,2,4,0,3,2.583333333,31,5,0,6,8,0,1,6,0,0,1,0,4,2.583333333,31,2,2,2,4,2,0,4,0,0,0,0,0,1.333333333,16
Calcium Alginate Dressing Medihoney - 5.1cm x 5.1cm (10/box) 79,Medical Items,Medical Consumables,Numbers,0,0,3,0,0,0,0,0,1,4,0,1,0.75,9,0,4,0,4,0,1,2,2,4,0,0,3,1.666666667,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcium Chloride Solution - 10 x 15ml 79,Medical Items,Laboratory Test Kits,Kit,0,0,3,4,0,4,5,0,0,4,0,0,1.666666667,20,0,0,8,1,0,0,0,0,0,0,4,2,1.25,15,1,0,4,1,0,0,1,0,0,0,0,0,0.583333333,7
Calcium Sandoz - Calcium Gulconate Injection 79,Medical Items,Pharmaceuticals,Ampule,14,0,58,21,11,11,9,0,0,0,1,2,10.58333333,127,8,0,62,23,7,13,10,2,0,2,0,3,10.83333333,130,10,0,60,25,10,10,10,0,0,0,0,0,10.41666667,125
Calender 79,General Items,General Items,Numbers,37,7,4,0,0,4,0,3,3,0,0,3,5.083333333,61,38,9,3,0,4,0,4,0,3,4,0,2,5.583333333,67,35,5,0,0,0,0,0,0,0,0,0,0,3.333333333,40
Calibrator Kit 10 Bx/2/6 Btl 79,Medical Items,Laboratory Consumables,Kit,3,2,0,2,0,3,1,0,0,1,0,0,1,12,1,0,1,0,2,0,0,0,0,0,1,0,0.416666667,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calibrator Kit 16 Bx/2/6 Btl 79,Medical Items,Laboratory Consumables,Kit,0,3,0,0,2,0,1,0,4,0,0,2,1,12,0,0,0,0,0,4,2,0,0,2,1,0,0.75,9,0,1,0,0,0,0,0,0,0,0,0,0,0.083333333,1
Calibrator Kit 24 Bx/6 Vial 79,Medical Items,Laboratory Consumables,Packet,0,5,3,4,2,0,4,2,2,0,1,0,1.916666667,23,0,0,2,5,0,0,0,0,0,4,4,1,1.333333333,16,0,1,0,1,0,1,0,0,0,0,0,0,0.25,3
Calibrator Kit 29 (Dtibc) 2 Level Set 79,Medical Items,Laboratory Consumables,Kit,2,0,0,3,0,1,0,0,3,2,2,4,1.416666667,17,1,0,3,0,0,0,3,0,0,0,1,0,0.666666667,8,1,1,0,1,0,1,0,0,0,0,0,0,0.333333333,4
Calibrator Kit 7 Bx/ 4 Sets 79,Medical Items,Laboratory Consumables,Kit,0,0,3,0,0,2,3,0,3,0,2,1,1.166666667,14,0,0,0,0,0,0,1,0,0,0,0,0,0.083333333,1,0,1,0,0,1,0,0,0,0,0,0,0,0.166666667,2
Carbinol 2.5ltr 79,Medical Items,Laboratory Consumables,Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,3,0,0,1,1,0.916666667,11,0,2,4,0,0,0,0,0,0,0,0,0,0.5,6
Carbon Paper - Blue A4 79,General Items,Stationary,Sheet,24,124,0,2,4,0,17,0,2,1,4,3,15.08333333,181,15,117,0,0,0,0,20,2,0,0,0,0,12.83333333,154,20,120,0,0,0,0,20,0,0,0,0,0,13.33333333,160
Carbon Paper - Blue A5 79,General Items,Stationary,Sheet,0,2,0,0,3,3,1,0,4,2,0,0,1.25,15,1,6,0,0,0,4,2,0,0,0,0,0,1.083333333,13,0,5,0,0,0,0,0,0,0,0,0,0,0.416666667,5
Cardiac Monitoring Investigation (H-15) - (ECG Request) - A5 79,General Items,Printed Items,Pad,0,0,0,1,0,4,0,0,0,0,0,4,0.75,9,1,2,0,0,0,0,0,1,0,0,0,1,0.416666667,5,1,0,0,0,2,0,0,0,0,0,0,0,0.25,3
Carer Identification (H-19) 79,General Items,Printed Items,Pad,14,4,8,20,12,6,12,2,2,3,0,3,7.166666667,86,13,9,5,18,10,5,4,1,0,0,3,0,5.666666667,68,18,7,7,18,14,8,9,0,0,0,0,0,6.75,81
Cartridge - Brother 451 Bk 79,General Items,"Toners, Cartridges & Drums",Numbers,3,0,0,0,0,2,0,4,0,0,2,0,0.916666667,11,3,0,1,4,0,2,1,1,3,0,2,0,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother 451 C 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,2,0,0,0,1,0,2,0,0,0,0.416666667,5,1,1,4,0,1,0,0,4,1,0,2,2,1.333333333,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother 451 M 79,General Items,"Toners, Cartridges & Drums",Numbers,4,0,2,4,0,0,0,4,0,4,4,0,1.833333333,22,0,0,4,3,0,0,0,0,3,0,4,0,1.166666667,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother 451 Y 79,General Items,"Toners, Cartridges & Drums",Numbers,1,3,0,0,0,2,3,1,0,0,0,0,0.833333333,10,0,0,0,4,0,0,0,0,1,1,3,0,0.75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother LC665XL - C 79,General Items,"Toners, Cartridges & Drums",Numbers,4,0,0,0,3,0,0,2,1,0,0,1,0.916666667,11,0,3,0,0,0,1,0,3,0,4,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother LC665XL - M 79,General Items,"Toners, Cartridges & Drums",Numbers,0,0,0,0,4,0,0,3,0,0,0,2,0.75,9,0,3,0,0,4,0,0,4,2,0,4,0,1.416666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother LC665XL - Y 79,General Items,"Toners, Cartridges & Drums",Numbers,0,1,0,2,0,0,0,0,4,1,0,0,0.666666667,8,4,2,4,2,0,4,0,0,1,4,0,4,2.083333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Brother LC669XL - BK 79,General Items,"Toners, Cartridges & Drums",Numbers,2,2,3,2,2,0,3,3,3,4,0,2,2.166666667,26,1,0,2,0,0,2,3,4,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartridge - Laserjet Toner 85A 79,General Items,"Toners, Cartridges & Drums",Numbers,3,3,1,0,0,0,4,0,1,0,0,1,1.083333333,13,0,2,1,3,3,0,0,1,2,4,2,0,1.5,18,0,0,1,0,2,0,2,0,0,0,0,0,0.416666667,5
Casualty Observation Chart - A3 79,General Items,Printed Items,Pad,11,0,6,9,0,8,0,3,0,0,0,0,3.083333333,37,13,2,0,8,0,4,0,0,1,0,3,0,2.583333333,31,9,0,2,5,0,5,0,0,0,0,0,0,1.75,21
Catheter - Double Lumen Catheter Set - Td1120 79,Medical Items,Dialysis,Numbers,0,0,1,0,0,0,0,0,0,1,0,0,0.166666667,2,1,0,2,0,2,0,0,0,0,2,0,3,0.833333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catheter, Foleys - Ch10 79",Medical Items,Medical Consumables,Numbers,0,7,6,33,4,12,46,1,0,0,0,0,9.083333333,109,0,6,10,26,4,8,48,1,0,3,0,0,8.833333333,106,0,5,10,30,0,10,47,0,0,0,0,0,8.5,102
"Catheter, Foleys - Ch12 79",Medical Items,Medical Consumables,Numbers,5,22,18,5,0,10,13,1,3,2,0,0,6.583333333,79,5,28,17,8,0,7,7,0,3,0,0,1,6.333333333,76,10,25,20,10,0,10,12,0,0,0,0,0,7.25,87
"Catheter, Foleys - Ch14 79",Medical Items,Medical Consumables,Numbers,29,17,42,11,50,17,40,2,1,3,0,0,17.66666667,212,27,18,42,13,53,23,44,0,1,0,2,0,18.58333333,223,30,20,42,10,50,22,40,0,0,0,0,0,17.83333333,214
